Year,State,State_ANSI,AG_District,Ag_District_Code,County,County_ANSI,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,annual_GDD,noppt_01,noppt_02,noppt_03,noppt_04,noppt_05,noppt_06,noppt_07,noppt_08,noppt_09,noppt_10,noppt_11,noppt_12,annual_noppt,total_ppt_01,total_ppt_02,total_ppt_03,total_ppt_04,total_ppt_05,total_ppt_06,total_ppt_07,total_ppt_08,total_ppt_09,total_ppt_10,total_ppt_11,total_ppt_12,annual_ppt,avg_tmin_01,avg_tmin_02,avg_tmin_03,avg_tmin_04,avg_tmin_05,avg_tmin_06,avg_tmin_07,avg_tmin_08,avg_tmin_09,avg_tmin_10,avg_tmin_11,avg_tmin_12,avg_tmean_01,avg_tmean_02,avg_tmean_03,avg_tmean_04,avg_tmean_05,avg_tmean_06,avg_tmean_07,avg_tmean_08,avg_tmean_09,avg_tmean_10,avg_tmean_11,avg_tmean_12,avg_tmax_01,avg_tmax_02,avg_tmax_03,avg_tmax_04,avg_tmax_05,avg_tmax_06,avg_tmax_07,avg_tmax_08,avg_tmax_09,avg_tmax_10,avg_tmax_11,avg_tmax_12,avg_tdmean_01,avg_tdmean_02,avg_tdmean_03,avg_tdmean_04,avg_tdmean_05,avg_tdmean_06,avg_tdmean_07,avg_tdmean_08,avg_tdmean_09,avg_tdmean_10,avg_tdmean_11,avg_tdmean_12,avg_vpdmin_01,avg_vpdmin_02,avg_vpdmin_03,avg_vpdmin_04,avg_vpdmin_05,avg_vpdmin_06,avg_vpdmin_07,avg_vpdmin_08,avg_vpdmin_09,avg_vpdmin_10,avg_vpdmin_11,avg_vpdmin_12,avg_vpdmax_01,avg_vpdmax_02,avg_vpdmax_03,avg_vpdmax_04,avg_vpdmax_05,avg_vpdmax_06,avg_vpdmax_07,avg_vpdmax_08,avg_vpdmax_09,avg_vpdmax_10,avg_vpdmax_11,avg_vpdmax_12,Yield
2009,NEBRASKA,31,SOUTH,80,HARLAN,83,14.5,45.2,133.6,271.2,637,891.2,1005.9,968.6,672.6,169.2,138.1,0,4947.1,27,23,30,22,19,13,17,20,24,17,27,25,264,5.08,21.08,0.51,56.13,65.79,66.29,182.63,91.69,22.1,108.46,3.56,47.75,671.07,-9.28,-6.91,-4.42,1.77,9.31,15.48,16.58,15.33,10.84,1.38,-0.59,-12.22,-1.79,1.49,4.06,9.41,16.42,21.51,23.03,22.36,17.46,7.14,6.87,-6.63,5.7,9.89,12.55,17.06,23.53,27.52,29.47,29.39,24.07,12.9,14.33,-1.04,-8.97,-6.43,-4.29,1.24,8.26,14.91,16.16,15.58,11.44,2.67,0.26,-10.03,0.57,0.63,0.82,1.05,1.51,1.52,1.46,1.25,0.68,0.49,0.58,0.31,6.87,9.24,11.68,14.01,20.11,21.98,23.7,24.37,16.96,8.31,10.55,2.9,11.49
2008,NEBRASKA,31,SOUTH,80,HARLAN,83,0,9.5,97.8,189.9,581.1,902.2,1131.3,987.8,723.4,359.6,125.7,4,5112.3,29,26,26,20,15,18,20,16,23,22,26,27,268,1.52,11.43,18.29,74.17,148.34,51.31,111.25,119.89,48.51,208.53,23.62,14.22,831.08,-11.06,-8.33,-3.91,0.69,8.38,14.47,17.99,16.25,11.36,4.12,-1.42,-11.18,-4.78,-1.8,4.44,7.87,15.42,21.71,25.27,22.7,18.39,11.15,5.39,-4.66,1.49,4.72,12.78,15.04,22.45,28.95,32.56,29.14,25.43,18.17,12.21,1.88,-8.83,-6.83,-4.21,0.73,7.99,13.71,17.39,16.52,11.62,4.66,-1.47,-9.32,0.36,0.48,0.68,0.78,1.33,1.61,2.04,1.25,1.14,0.81,0.73,0.4,3.41,5.07,11.55,11.85,17.35,25.46,30.28,23.07,19.85,12.93,9.71,4.4,12.1
2007,NEBRASKA,31,SOUTH,80,HARLAN,83,0,7.4,251.9,294.3,728.1,900.3,1137.9,1170.3,790.4,454.3,151.3,2.1,5888.3,28,23,25,19,21,21,22,24,22,24,29,20,278,22.1,9.4,81.03,101.85,119.89,129.54,96.27,54.86,38.86,38.1,1.78,51.31,744.99,-11.64,-9.23,1.16,2.53,11.54,15.19,18.73,19.46,11.97,5.37,-3.01,-10.01,-5.86,-3.61,8.76,9.06,18.05,21.67,25.39,25.97,19.64,13.14,5.64,-4.81,-0.08,2.01,16.37,15.59,24.56,28.14,32.05,32.5,27.3,20.92,14.31,0.41,-8.76,-7.21,2.48,2.96,11.36,14.68,17.81,19.51,12.22,6.12,-4.54,-7.6,0.31,0.3,0.5,0.77,1.36,1.4,1.71,1.45,1.38,1.04,1.15,0.29,2.41,3.34,11.65,11.84,17.86,22.36,29.45,27.49,23.13,16.46,13.29,2.46,10.32
2006,NEBRASKA,31,SOUTH,80,HARLAN,83,46.1,20.8,123.8,454.8,718,995.1,1200.5,1061.8,618.9,324,95,4.9,5663.7,27,27,25,21,23,17,27,18,23,24,28,25,285,5.59,0.51,66.04,65.53,40.39,151.89,49.78,101.85,53.85,74.42,10.41,100.58,720.84,-4.25,-8.82,-2.37,4.72,9.72,15.55,19.16,17.32,8.93,3.33,-3.56,-7.09,3.96,-0.63,4.73,13.33,17.87,23.43,26.52,24.03,16.46,10.44,4.22,-0.15,12.17,7.56,11.82,21.96,26.02,31.29,33.88,30.73,23.98,17.56,12.01,6.79,-4.02,-9.77,-2.95,4.01,7.01,13.14,16.56,17.09,9.27,3.28,-2.88,-6.32,0.61,0.65,0.83,1.32,2.46,2.62,3.61,1.67,1.13,1.1,0.64,0.45,10.06,9.12,10.41,19.88,26.94,32.58,36.29,26.36,18.85,14.4,10.19,6.44,9.29
2005,NEBRASKA,31,SOUTH,80,HARLAN,83,22,33.9,117.4,345.2,638.5,958.3,1169.8,1055.2,877.6,445.1,152.3,13.9,5829.2,26,22,26,22,23,17,24,19,25,25,27,25,281,25.4,28.19,68.83,36.58,69.6,132.33,75.44,107.19,20.07,44.96,30.99,8.89,648.47,-9.29,-4.51,-2.31,4.06,8.43,16.22,18.19,17.02,13.71,5.05,-2.06,-8.93,-3.99,2.26,5.59,11.27,16.44,22.74,25.97,23.91,21.25,12.88,6.09,-3.19,1.31,9.02,13.48,18.48,24.46,29.27,33.74,30.81,28.8,20.72,14.23,2.56,-7.66,-3.29,-3.27,4.28,7.69,15.19,15.95,16.79,12.44,5,-2.24,-7.33,0.25,0.33,0.8,0.8,1.46,2.02,3.31,1.47,1.89,1.1,0.84,0.39,3.72,7.35,11.87,13.45,21.97,25.04,36.72,27.02,26.6,17.42,12.51,4.11,12.23
2004,NEBRASKA,31,SOUTH,80,HARLAN,83,3.3,20.2,218.3,371.2,722.4,859.6,1021.5,958.3,881.8,430.2,116.6,14,5617.4,27,25,25,19,19,21,18,25,24,22,24,31,280,26.67,17.02,51.05,56.9,69.85,76.45,140.97,23.88,96.77,39.37,62.74,0,661.67,-10.44,-9.49,0.33,3.36,10.23,13.78,16.88,14.56,13.32,6.2,-0.49,-6.41,-3.79,-2.94,8.32,11.67,17.93,20.92,23.31,22.17,21.33,12.71,5.37,0.47,2.85,3.62,16.33,19.98,25.64,28.05,29.74,29.79,29.34,19.22,11.22,7.35,-9.28,-7.12,-0.19,2.73,9.85,12.01,16.92,13.9,11.23,6.28,-0.42,-5.76,0.37,0.33,0.83,1.11,1.38,1.72,1.48,1.59,2.41,0.83,0.67,0.53,5.12,4.58,13.06,18.58,23.16,25.99,23.99,27.92,30.14,13.1,8.09,6.57,11.41
2003,NEBRASKA,31,SOUTH,80,HARLAN,83,12.3,17.4,169.7,406,581,844.1,1202.9,1156.2,709.6,508,78,11.2,5696.4,28,20,27,20,20,22,25,24,25,28,26,30,295,5.59,28.7,20.83,109.47,69.34,128.27,31.5,24.89,43.43,30.99,9.91,6.6,509.52,-9,-8.82,-2.92,4.56,8.79,14.26,18.52,17.99,9.64,5.32,-3.02,-5.82,-1.63,-2.43,4.69,11.84,15.41,20.63,26.56,25.72,18.14,14.1,3.46,0.66,5.73,3.94,12.29,19.14,22.04,27.01,34.59,33.44,26.66,22.88,9.93,7.12,-8.6,-6.9,-2.4,4.14,9.28,13.84,16.77,16.43,8.87,4.34,-3.64,-6.07,0.49,0.29,0.57,1.01,0.83,1.22,2.91,2.4,1.3,1.27,0.71,0.58,6.77,5.3,11.2,17.06,15.88,21.51,38.16,34.99,24.78,21.42,8.51,6.31,10.65
2002,NEBRASKA,31,SOUTH,80,HARLAN,83,27.1,31.9,55.4,364.1,547.4,1094.2,1224.7,1102.7,808.1,266.5,91.4,12.5,5626,29,26,27,25,24,20,29,19,25,20,26,31,301,11.68,7.37,11.18,22.61,87.63,68.83,15.49,55.12,13.97,123.19,13.72,0,430.79,-8.18,-7.36,-6.98,2.86,7.71,17.54,19.11,17.64,12.21,2.51,-2.87,-7.06,-0.39,0.12,0.73,11.36,14.81,25.26,26.95,24.76,19.97,8.52,4.38,0.65,7.41,7.61,8.44,19.86,21.92,32.99,34.8,31.87,27.73,14.54,11.63,8.37,-9.58,-7.22,-7.29,2.22,6.74,14.95,16.58,15.99,10.54,2.62,-2.93,-7.17,0.78,0.6,0.64,1.2,1.39,3.45,3.37,2.38,2.22,0.69,0.69,0.57,8.46,7.63,8.91,18.52,17.58,35.51,39.42,31.17,26.39,10.95,10.14,7.7,10.67
2001,NEBRASKA,31,SOUTH,80,HARLAN,83,6.9,0,53.2,392.3,661.3,889.9,1233,1092.4,740,372,261.1,7.3,5709.4,27,22,26,21,22,23,21,25,22,27,25,30,291,24.64,47.5,37.59,64.01,141.22,37.34,100.33,93.47,89.92,34.54,23.11,0.76,694.43,-8.73,-9.8,-3.59,4.62,10.03,14.44,20.19,17.02,11.68,3.46,0.9,-7.28,-1.97,-4.61,2.22,12.18,16.85,21.48,27.09,24.58,18.71,11.67,8.09,0.48,4.77,0.59,8.02,19.77,23.68,28.51,34,32.14,25.73,19.87,15.31,8.24,-6.16,-7.99,-1.88,4.24,9.27,13.65,19.26,16.78,11.98,2.88,1.14,-6.57,0.27,0.22,0.26,0.95,1.5,2.05,2.11,1.84,1.08,1.27,0.87,0.52,5.02,2.64,5.86,15.68,19.06,25.45,32.46,29.91,20.33,16.44,11.21,7.13,11.31
2000,NEBRASKA,31,SOUTH,80,HARLAN,83,3.4,60.6,125.5,327.3,701.2,898.9,1145.8,1227.2,810.6,470.4,48.1,1.7,5820.7,26,22,21,26,24,21,24,22,25,23,25,28,287,6.86,66.29,81.28,20.83,27.94,148.59,126.24,30.23,29.46,54.36,37.08,6.86,636.02,-8.54,-5.92,-0.93,1.62,10,13.79,18.77,19.11,11.25,5.53,-7.34,-11.67,-0.95,1.76,6.04,10.67,17.57,21.64,25.53,26.99,19.92,13.02,-1.13,-6.24,6.64,9.43,13.02,19.72,25.13,29.51,32.29,34.87,28.59,20.53,5.07,-0.81,-8.25,-4.07,-0.44,1.62,9.54,11.94,18.32,17.96,8.17,5.29,-5.14,-10.56,0.52,0.47,0.64,0.94,1.49,2.42,2,1.72,3.14,1.14,0.34,0.31,7.03,8.03,9.53,17.23,21.51,29.4,28.31,37.67,31.5,15.96,4.62,2.96,9.34
1999,NEBRASKA,31,SOUTH,80,HARLAN,83,13.6,56.6,97.2,274.5,620.1,829.3,1186.9,1011.6,665.8,376.1,199.9,17.6,5349.2,27,27,26,19,20,17,23,21,26,30,29,29,294,10.67,1.78,20.57,80.26,158.24,118.11,50.04,139.95,36.58,2.03,3.81,3.05,625.09,-9.01,-4.58,-3.17,3.56,9.15,14.38,19.46,16.52,9.18,2.25,-1.41,-6.44,-2.14,3.79,4.47,9.95,16.11,20.36,26.27,23.13,17.33,11.74,7.96,0.87,4.73,12.17,12.09,16.34,23.07,26.32,33.08,29.74,25.47,21.23,17.31,8.19,-7.63,-4.25,-3.18,3.96,9.14,15.06,18.44,17.04,9.17,0.77,-2.61,-5.67,0.37,0.54,0.63,0.8,1.17,0.98,2.7,1.13,1.51,1.42,1.08,0.53,5.5,10.87,10.35,11.27,16.9,17.62,30.42,22.69,22.46,19.44,15.63,6.95,10.62
1998,NEBRASKA,31,SOUTH,80,HARLAN,83,2.5,13,93,256.8,750,868.3,1152.8,1085.3,923.6,445.2,110.2,45.9,5746.6,29,26,20,22,17,18,16,26,27,24,22,29,276,7.37,14.48,65.02,59.18,28.7,36.83,139.7,31.5,9.14,34.29,54.61,2.79,483.61,-8.26,-2.89,-4.82,2.95,10.53,13.54,19.74,17.59,13.92,5.54,-0.1,-8.5,-2.34,2.37,0.88,9.58,18.44,21.08,25.66,24.45,22.11,12.98,6.03,-0.79,3.58,7.63,6.58,16.22,26.35,28.63,31.58,31.32,30.29,20.42,12.16,6.92,-6.21,-1.58,-3.61,2.13,11.61,13.02,19.18,17.74,13.09,6.62,0.61,-7.33,0.24,0.3,0.3,1,1,1.62,1.71,1.34,1.73,0.7,0.6,0.42,4.1,4.99,6.14,12.6,21.25,27.92,25.77,26.88,30.63,14.35,8.28,7.23,10.5
1997,NEBRASKA,31,SOUTH,80,HARLAN,83,27.2,23.9,143.6,252.2,518.4,923.5,1141,1022.8,818.3,449.1,44.1,2.6,5366.7,30,25,28,20,24,21,29,24,24,27,28,25,305,0.51,25.4,3.81,50.29,68.83,39.62,10.16,65.02,73.91,120.14,39.12,23.62,520.43,-12.28,-6.89,-3.71,0.41,6.48,14.86,17.68,16.67,12.96,4.37,-3.64,-5.53,-4.28,-0.64,5.47,7.91,14.29,22.1,25.45,23.33,20.16,11.9,2.94,-0.79,3.72,5.61,14.64,15.41,22.12,29.34,33.21,30,27.36,19.43,9.52,3.95,-11.96,-5.16,-3.48,0.62,5.59,14.48,17.28,16.84,13.18,5.51,-3.67,-4.87,0.37,0.3,0.7,0.7,1.51,1.52,1.76,1.36,1.16,0.99,0.62,0.38,6.66,5.58,13.33,12.75,18.35,25.64,33.11,24.44,22.7,15.53,7.56,3.8,10.55
1996,NEBRASKA,31,SOUTH,80,HARLAN,83,16.9,74,56.2,295.8,581.9,932,1043.1,955.9,644.2,400.2,24,0,5024.2,28,29,28,27,15,17,17,18,18,29,24,29,279,21.59,0,18.29,37.08,160.78,171.2,193.8,210.82,106.43,6.6,58.93,3.56,989.08,-13.5,-8.63,-8.39,0.79,9.89,15.36,17.23,15.97,10.63,4.16,-5.23,-10.46,-6.09,0.13,0.37,10.09,15.43,22.26,23.69,22.13,16.93,12.01,0.8,-3.54,1.31,8.91,9.15,19.39,20.97,29.16,30.16,28.29,23.23,19.87,6.84,3.37,-11.31,-9.47,-9.08,-1.69,9.75,14.65,17.1,17.68,11.29,4.11,-4.41,-9.35,0.37,0.85,0.85,1.61,1.43,1.96,1.43,0.3,0.78,1.03,0.49,0.34,4.91,9.86,9.38,18.86,13.79,24.07,23.93,17.99,15.65,15.8,5.49,4.86,10.23
1995,NEBRASKA,31,SOUTH,80,HARLAN,83,0,86.3,203.6,196.1,409.7,827.5,1112.8,1184.1,683.9,363.1,82.9,32.1,5182.1,26,26,24,20,8,21,27,25,24,28,27,31,287,9.65,2.54,55.63,53.85,259.59,41.15,46.99,36.07,53.59,9.4,11.18,0,579.64,-9.78,-5.73,-3.29,0.65,6.87,13.73,17.06,18.81,10.08,2.71,-5.13,-8.43,-3.23,2.47,3.95,7.87,12.34,20.32,24.94,26.22,17.61,11.29,3.22,-1.69,3.31,10.67,11.19,15.09,17.81,26.92,32.84,33.63,25.14,19.86,11.56,5.03,-7.13,-5.24,-1.97,1.34,8.1,13.67,15.82,18.11,11.12,1.87,-4.08,-7.36,0.29,0.65,0.58,0.78,0.77,1.43,2.59,2.55,0.95,1.31,0.7,0.47,3.94,10.28,10.11,11.94,9.61,20.62,35.07,33.43,20.22,17.73,9.9,6.06,10.03
1994,NEBRASKA,31,SOUTH,80,HARLAN,83,0,7.9,159.3,317.8,689.8,1008.5,994.3,1045.1,773.7,462.1,91.9,5.8,5556.2,22,23,31,23,19,22,16,21,25,22,24,27,275,27.94,30.23,0,65.02,29.72,87.63,158.24,28.45,11.68,36.32,49.53,25.15,549.91,-10.91,-12.31,-2.6,1.72,10.04,16.54,15.97,16.14,10.78,5.92,-1.12,-6.52,-4.57,-5.73,6.24,9.93,17.31,23.68,22.82,23.73,19.33,13.28,5.06,-0.3,1.78,0.84,15.08,18.16,24.58,30.81,29.68,31.32,27.88,20.64,11.23,5.92,-9.51,-10.11,-3.53,0.49,9.18,15.14,15.92,16.28,10.16,4.91,-1.76,-4.49,0.43,0.4,1.1,1.58,1.78,2.53,1.78,1.75,1.93,1.37,0.93,0.31,4,3.93,14.06,16.22,20.5,27.95,23.16,27.41,26.98,15.59,8.37,4.78,9.81
1993,NEBRASKA,31,SOUTH,80,HARLAN,83,0,0,60.8,228.8,591,808.7,1016.4,1001.2,570.2,373.2,31.8,15,4697.1,22,19,20,18,14,17,12,14,21,23,27,29,236,33.27,49.78,47.75,49.02,72.14,93.73,343.41,197.61,60.96,48.77,22.86,2.54,1021.84,-13.1,-11.36,-3.32,2.31,9.22,13.17,17.54,16.93,8.48,3.59,-5.61,-6.19,-7.64,-6.2,2.71,8.68,15.59,19.98,23.22,22.94,15.56,10.99,1.69,0.26,-2.17,-1.06,8.72,15.06,21.97,26.78,28.89,28.96,22.64,18.38,8.98,6.72,-9.94,-8.13,-2.33,1.48,9.44,13.1,18.14,17.5,8.85,3.16,-5.46,-5.91,0.23,0.17,0.54,1.11,1.36,1.59,1,1.12,1.17,1.14,0.66,0.61,1.9,1.96,6.24,11.67,14.68,20.89,18.57,19.9,16.64,14.8,8.2,6.2,10.57
1992,NEBRASKA,31,SOUTH,80,HARLAN,83,9.4,59.2,161.1,314.9,626.7,762.1,934.2,848.8,712,397.2,23.7,0,4849.3,24,22,21,25,21,15,13,23,23,26,24,26,263,30.73,26.16,78.74,6.35,49.28,116.59,179.83,61.72,25.4,102.36,14.73,18.29,710.18,-5.43,-3.44,-0.68,2.27,8.44,12.93,15.08,13.58,9.96,4.08,-3.3,-10.28,0.81,3.46,6.66,10.53,16.23,19.11,21.74,20.21,18.18,11.99,1.18,-4.37,7.05,10.36,13.99,18.81,24.02,25.3,28.39,26.84,26.42,19.9,5.67,1.54,-4.38,-2.18,-0.56,2.53,7.12,13.31,16.34,14.95,10.24,3.41,-2.89,-8.14,0.47,0.44,0.77,0.95,1.7,0.99,0.91,0.84,1.26,1.35,0.52,0.36,5.8,8.15,11,15.41,20.89,17.92,19.78,17.96,22.27,17.47,4.26,3.16,10.13
1991,NEBRASKA,31,SOUTH,80,HARLAN,83,0,42.6,142.1,356.1,704.4,1027.1,1152.9,1055.5,762.4,407,28.5,3.5,5682.1,25,27,20,21,19,21,20,24,25,26,21,25,274,7.87,0.76,32,57.15,116.08,46.23,46.48,44.7,26.16,27.69,47.24,27.94,480.3,-12.58,-5.67,-2.87,4.31,10.92,17.29,17.83,16.73,10.81,2.5,-5.89,-5.04,-5.73,3.52,5.68,11.59,17.59,24.02,25.66,23.92,19.12,11.55,-0.02,0.57,1.12,12.72,14.23,18.88,24.28,30.75,33.48,31.11,27.43,20.61,5.85,6.16,-10.01,-4.97,-2.41,3.64,12.16,16.21,15.56,15.37,9.28,0.83,-3.91,-4.62,0.3,0.54,0.69,1.09,0.69,2.39,3.21,2.25,1.95,1.9,0.38,0.46,3.95,11.06,12.79,15.1,16.78,27.95,36.61,30.28,25.87,20.46,4.9,5.25,8.92
1990,NEBRASKA,31,SOUTH,80,HARLAN,83,20.1,16,118.2,294.7,520.4,980.3,1063.6,1041.7,860.6,369.7,166.7,17.8,5469.8,30,26,21,24,17,17,26,20,25,26,23,26,281,18.54,3.3,64.52,10.41,103.38,38.1,44.96,183.64,9.91,14.48,24.89,7.62,523.75,-7.64,-6.79,-1.35,2.08,8.02,15.88,16.57,16.58,12.76,2.72,-1.84,-11.88,0.13,-0.32,5.57,9.7,14.33,23.16,24.06,23.67,20.94,11.51,6.11,-5.23,7.89,6.16,12.49,17.32,20.64,30.43,31.56,30.76,29.12,20.29,14.03,1.41,-6.24,-6.79,-1.03,2.63,8.11,14.82,15.51,16.66,10.71,2.23,-1.46,-10.51,0.54,0.62,0.68,0.85,0.94,2.27,2.07,1.39,2.56,1.09,0.79,0.41,7.34,6.49,9.46,13.17,13.93,28.12,31.21,26.11,30.4,18.02,11.94,5.3,9.14
1989,NEBRASKA,31,SOUTH,80,HARLAN,83,5.5,9.3,161.6,411.4,624.2,790,1089,999.8,662.7,432.8,79.4,19.7,5285.4,26,24,25,29,22,20,25,26,26,26,30,25,304,9.91,10.67,7.87,0.51,94.23,94.74,82.8,53.34,41.66,13.72,0,8.38,417.83,-8.44,-13.17,-5.38,2.11,8.55,12.66,17.81,16.61,9.99,3.04,-5.07,-13.49,-0.27,-6.37,3.05,12.16,16.18,19.63,24.52,22.92,17.27,12.31,3.81,-5.88,7.9,0.42,11.49,22.22,23.81,26.59,31.23,29.23,24.56,21.58,12.69,1.72,-7.17,-11.73,-4.31,0.74,7.02,12.13,16.91,16.54,10.17,2.81,-5.14,-11.74,0.36,0.33,0.57,1.34,1.63,1.62,1.86,1.25,1.21,1.34,1.01,0.51,7.61,5.19,11.95,23.6,20.85,22.04,27.72,22.62,19.5,20.3,10.83,5.47,10.1
1988,NEBRASKA,31,SOUTH,80,HARLAN,83,0.9,26.7,142.2,264.5,726.5,1101.3,1096.4,1084.8,735.9,315.8,99.4,19.6,5614,26,25,30,25,23,21,24,22,22,29,26,30,303,25.91,5.33,2.79,39.62,60.71,51.05,116.33,95,59.94,1.02,11.43,1.02,470.15,-13.34,-9.82,-4.26,1.02,10.58,17.14,17.56,16.47,10.62,2.23,-3.11,-7.27,-6.39,-2.37,4.45,9.84,18.02,25.39,24.65,24.44,18.63,10.35,4.58,0.71,0.54,5.08,13.17,18.67,25.47,33.66,31.76,32.43,26.63,18.46,12.27,8.68,-10.58,-8.79,-5.31,0.08,9.21,13.56,16.86,15.71,10.16,1.59,-2.58,-7.04,0.31,0.6,0.94,1.1,1.86,4.53,1.85,2.14,1.62,1,0.62,0.55,3.68,6.5,12.89,16.8,21.71,38.77,29.25,32.57,24.6,15.86,10.2,8.25,8.65
1987,NEBRASKA,31,SOUTH,80,HARLAN,83,11.9,36.9,114.4,357.6,748.1,998.3,1123.5,972,718.5,281.3,142.6,7.6,5512.7,30,20,21,28,15,20,24,21,23,28,24,28,282,3.05,24.89,161.54,34.29,123.19,99.57,99.82,80.01,41.15,17.78,38.86,12.19,736.34,-7.41,-4.01,-2.61,3.35,12.3,16.18,18.11,15.73,9.58,0.68,-0.73,-6.47,-0.71,2.78,3.83,11.25,18.41,23.49,25.13,22.42,18.31,9.77,5.72,-0.62,5.99,9.59,10.29,19.17,24.52,30.79,32.16,29.11,27.04,18.86,12.17,5.24,-7.31,-3.35,-1.38,1.97,11.62,14.56,16.96,15.74,10.4,-0.56,-0.05,-5.57,0.59,0.41,0.39,1.54,1.59,2.4,2.79,1.47,0.97,1.35,0.49,0.44,6.74,7.63,7.88,17.75,17.67,29,30.27,24.66,24.06,17.39,8.54,5.23,10.89
1986,NEBRASKA,31,SOUTH,80,HARLAN,83,28.2,49.5,219.6,363.8,644.7,1018.5,1180,980.5,813,384.6,45.6,0,5728,31,23,25,20,21,19,23,24,18,21,26,27,278,0,5.84,22.35,25.91,109.73,60.96,76.71,29.21,80.52,70.1,6.35,14.22,501.9,-6.82,-6.68,-0.39,3.08,9.44,16.63,19.01,15.67,13.76,5.24,-5.24,-6.7,1.74,-0.23,7.87,11.63,16.56,23.86,26.14,22.57,20.06,11.64,2.23,-0.4,10.31,6.23,16.12,20.19,23.68,31.11,33.3,29.48,26.36,18.03,9.72,5.9,-7.18,-6.34,-1.03,3.91,8.99,15.86,17.4,15.73,12.9,6.36,-4.22,-5.27,0.78,0.6,1.13,0.78,1.23,1.95,3.2,1.36,1.53,0.49,0.54,0.31,9.91,6.77,14.08,15.88,18.19,29.49,32.98,23.49,20.29,11.52,8.16,5.11,7.36
1985,NEBRASKA,31,SOUTH,80,HARLAN,83,0,7,122.5,437.9,698.5,829.3,1112.7,940.8,685.9,329.9,28.4,0,5192.9,27,24,25,22,21,23,22,25,17,24,22,27,279,22.61,3.56,20.32,63.25,135.64,54.61,74.93,39.12,88.14,50.8,9.91,11.43,574.32,-13.44,-11.04,-1.82,5.04,10.16,12.74,16.99,14.75,11.42,3.79,-6.83,-12.11,-6.9,-4.81,6.14,12.97,17.52,20.36,24.94,21.86,17.48,10.72,-1.64,-5.38,-0.36,1.43,14.13,20.89,24.87,27.97,32.89,28.98,23.53,17.64,3.55,1.35,-11.13,-9.48,-2.14,4.18,10.1,11.16,15.21,15.78,11.39,4.49,-5.9,-10.76,0.42,0.48,0.94,1.69,1.48,2.65,2.92,1.26,1.65,0.86,0.45,0.45,3.12,3.94,12.03,18.16,20.37,26.68,33.51,21.75,17.63,12.46,4.54,3.83,10.13
1984,NEBRASKA,31,SOUTH,80,HARLAN,83,0,18.4,19,179.8,580.3,931.1,1112.8,1144.8,675.9,328.3,69.9,14.1,5074.4,26,26,23,19,19,15,24,26,27,19,27,26,277,10.67,27.43,51.31,124.71,96.77,35.56,38.61,13.97,4.83,87.88,5.33,27.18,524.25,-10.43,-4.42,-4.57,2.02,8.83,14.88,17.22,16.96,8.89,4.31,-3.49,-8.82,-4.72,1.97,1.36,7.83,15.4,22.24,24.94,25.52,17.4,10.69,4.08,-2.32,1,8.35,7.29,13.64,21.96,29.61,32.66,34.07,25.91,17.08,11.66,4.17,-9.18,-3.9,-3.73,1.42,8.36,14.68,15.16,15.31,8.05,4.97,-2.82,-7.23,0.52,0.69,0.52,1.06,1.67,2.16,3.77,3.18,1.98,0.96,0.79,0.56,3.18,6.47,5.74,9.75,15.68,24.75,32.8,37.31,26.08,11.35,8.83,4.83,9.14
1983,NEBRASKA,31,SOUTH,80,HARLAN,83,0.7,29.6,105.6,190.3,489.3,827.8,1204.6,1287.4,808.9,430.3,121,0,5495.5,27,24,17,20,20,16,27,28,25,25,19,22,270,7.62,14.22,95.25,25.91,130.3,83.06,10.92,34.29,99.57,11.94,66.8,15.49,595.37,-6.83,-5.1,-1.42,1.44,6.8,14.03,18.62,19.69,11.21,6.24,-0.82,-17.12,-2.42,0.67,3.97,7.41,13.77,20.33,26.59,28.07,19.98,12.71,4.41,-12.19,1.98,6.44,9.36,13.38,20.74,26.62,34.55,36.44,28.74,19.18,9.64,-7.25,-5.92,-3.67,-1.6,0.21,6.56,13.83,16.26,17.38,9.46,5.5,-0.39,-16.5,0.42,0.42,0.81,1.14,1.49,1.53,4.15,4.3,3.11,1.6,0.7,0.37,2.84,5.13,6.92,10.16,15.35,19.65,37.79,42.86,29.4,13.97,5.99,1.61,9.34
1982,NEBRASKA,31,SOUTH,80,HARLAN,83,0,46.5,59.8,257.9,622.6,729.6,1116.7,1037.4,725.9,368.3,44.3,11.2,5020.2,27,24,27,24,14,18,24,24,25,26,25,28,286,5.59,17.27,26.67,52.07,146.05,88.9,45.21,55.88,31.5,63.5,28.96,28.45,590.05,-14.44,-10.3,-3.81,0.99,9.91,12.22,17.84,17.05,11.13,3.51,-4.78,-7.69,-7.22,-3.73,3.16,9.08,16.16,18.51,25.01,23.59,18.44,11.44,2.24,-0.96,0.01,2.83,10.12,17.16,22.4,24.82,32.19,30.13,25.76,19.37,9.28,5.78,-13.84,-10.22,-3.73,-1.04,10.77,12.34,17.26,17.25,11.28,3.7,-3.92,-6.4,0.52,0.52,0.74,1.52,1.06,1.35,2.34,1.65,1.76,1.29,0.67,0.54,3.94,5.52,8.16,15.35,14.02,17.26,28.96,24.07,20.65,14.78,7.07,5.5,8.65
